sip_uuid,created_year,year_source,am_status,size_bytes,current_path
743da5d1-546b-4247-b024-c806ae3fcaa4,2025,stored_date,UPLOADED,500364586,743d/a5d1/546b/4247/b024/c806/ae3f/caa4/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0111_transfer-743da5d1-546b-4247-b024-c806ae3fcaa4.7z
81260ca4-6234-420c-b9a3-5538bf30f703,2025,stored_date,UPLOADED,500364477,8126/0ca4/6234/420c/b9a3/5538/bf30/f703/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0111_transfer-81260ca4-6234-420c-b9a3-5538bf30f703.7z
9a442630-dbff-42d7-ac2c-f58979b324ed,2025,stored_date,UPLOADED,1305117009,9a44/2630/dbff/42d7/ac2c/f589/79b3/24ed/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0113_transfer-9a442630-dbff-42d7-ac2c-f58979b324ed.7z
4235cece-2f8e-4d1a-ba3d-a0200d461b7d,2025,stored_date,UPLOADED,300290108,4235/cece/2f8e/4d1a/ba3d/a020/0d46/1b7d/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0121_transfer-4235cece-2f8e-4d1a-ba3d-a0200d461b7d.7z
7860e2bd-5b3b-4d2e-a220-92de940f0e7a,2025,stored_date,UPLOADED,434029755,7860/e2bd/5b3b/4d2e/a220/92de/940f/0e7a/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0143_transfer-7860e2bd-5b3b-4d2e-a220-92de940f0e7a.7z
cb422a29-853c-4858-8412-f6a66f89116c,2025,stored_date,UPLOADED,694343721,cb42/2a29/853c/4858/8412/f6a6/6f89/116c/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0144_transfer-cb422a29-853c-4858-8412-f6a66f89116c.7z
f1d9286c-5618-4ab8-968c-ea6c000402c8,2025,stored_date,UPLOADED,694344402,f1d9/286c/5618/4ab8/968c/ea6c/0004/02c8/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0144_transfer-f1d9286c-5618-4ab8-968c-ea6c000402c8.7z
afcbcd85-23b0-4305-aa7f-c192e1f925f6,2025,stored_date,UPLOADED,855387118,afcb/cd85/23b0/4305/aa7f/c192/e1f9/25f6/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0145_transfer-afcbcd85-23b0-4305-aa7f-c192e1f925f6.7z
5df84e26-0600-4199-8e05-00b2add44c29,2025,stored_date,UPLOADED,855387369,5df8/4e26/0600/4199/8e05/00b2/add4/4c29/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0104.0145_transfer-5df84e26-0600-4199-8e05-00b2add44c29.7z
f19bbea4-3524-434c-9b2a-0e4b427d151b,2025,stored_date,UPLOADED,175518816,f19b/bea4/3524/434c/9b2a/0e4b/427d/151b/6ac1df78-ed58-4101-992b-352ece2759fe_bpl-hallgren_transfer-f19bbea4-3524-434c-9b2a-0e4b427d151b.7z
f0240d76-1c73-41d9-b6ff-bee58f65c379,2025,stored_date,UPLOADED,265968825,f024/0d76/1c73/41d9/b6ff/bee5/8f65/c379/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0101.0127_transfer-f0240d76-1c73-41d9-b6ff-bee58f65c379.7z
7f7380a8-d62c-4966-888c-a2a445316855,2025,stored_date,UPLOADED,1261146049,7f73/80a8/d62c/4966/888c/a2a4/4531/6855/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0102.0001_transfer-7f7380a8-d62c-4966-888c-a2a445316855.7z
a168e82c-5f4f-4916-aee6-e7223d5fe84d,2025,stored_date,UPLOADED,277230075,a168/e82c/5f4f/4916/aee6/e722/3d5f/e84d/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.01.0102.0016_transfer-a168e82c-5f4f-4916-aee6-e7223d5fe84d.7z
fdecf3d5-4132-4b29-bf2d-31281b6d0060,2025,stored_date,UPLOADED,2671642,fdec/f3d5/4132/4b29/bf2d/3128/1b6d/0060/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.04.0215.0174.00001_transfer-fdecf3d5-4132-4b29-bf2d-31281b6d0060.7z
255b5e74-0ac8-4edd-83ad-9d25c2b7bf3b,2025,stored_date,UPLOADED,5338523,255b/5e74/0ac8/4edd/83ad/9d25/c2b7/bf3b/a5efb5d1-0484-429c-95a5-15c12ff40ca0_B002.04.0215.0174.00001_transfer-255b5e74-0ac8-4edd-83ad-9d25c2b7bf3b.7z
829aaa41-0e46-433b-bfbc-e6f84d84478b,2025,stored_date,UPLOADED,6732676998,829a/aa41/0e46/433b/bfbc/e6f8/4d84/478b/3731a953-c997-4712-8913-38c26154116e_B463.01.0001.0002.0002_transfer-829aaa41-0e46-433b-bfbc-e6f84d84478b.7z
d1911482-b97c-4639-a050-674dbf51df3b,2025,stored_date,UPLOADED,6732676622,d191/1482/b97c/4639/a050/674d/bf51/df3b/3731a953-c997-4712-8913-38c26154116e_B463.01.0001.0002.0002_transfer-d1911482-b97c-4639-a050-674dbf51df3b.7z
